OBJECTID,ISLAND,REGION,PROVINCE,DEO,CONG_DIST,ROAD_NAME,ROAD_SEC_CLASS,SECTION_ID,SEC_LENGTH,ROUTE_NO,LOCATION,BRIDGE_ID,BR_NAME,BR_LENGTH,BR_TYPE1,BR_TYPE2,YR_CONST,ACTUAL_YR,CONDITION,NUM_ABUTT,NUM_PIER,MaxBRHT,MaxPierHT,NUM_SPAN,BR_WIDTH,BR_LIFE,LOAD_LIMIT,HT_OVER,HT_UNDER,L_SDWALK,R_SDWALK,NUM_LANES,BNR,CROSSING,BRGY,MUNICIPAL,RECOMMEND,REMARKS,created_user,created_date,last_edited_user,last_edited_date
1699,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Baler-Cemento via Dicaloyungan,Tertiary,S01522LZ,9607,0,4092,B04874LZ,Dicaloyungan Br.,46,Steel,permanent,Year Known,2018,Good,2,0,6.9,0,1,8.79,47,20,0,0,0,0,2,0.018868,River/Waterway (fresh water),ZABALI,BALER,"RM - Bridge Deck Sweep, Clean",Missing expansion joint filler at Abut A. Coarse aggregates causes initial sign of potholes and scaling.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1700,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Cordon-Aurora Bdry Rd (Isabela Bdry-Jct Dumabato),Secondary,S04192LZ,49788,108,8763,B01936LZ,Ganano Br.,93,Concrete,permanent,Year Known,1973,Good,2,2,13.6,11.8,3,8.3,50,15,0,0,0.43,0.44,2,0,River/Waterway (fresh water),Cajel,Diffun,Routine Maintenance - Other,THE CONSTRUCTION OF THE BRIDGE IS ON-GOING,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1701,Luzon,Region III,Nueva Ecija,Nueva Ecija 2nd District Engineering Office,NUEVA ECIJA (FOURTH DISTRICT),Gapan-Fort Magsaysay Rd,Tertiary,S00969LZ,26546,0,10377,B01344LZ,Peñaranda Br.,311,Concrete,permanent,Year Known,1995,Good,2,9,12.2,10.8,10,9.66,40,18,0,0,1.16,1.18,2,0.001857,River/Waterway (fresh water),Sinisihan,Penaranda,RM - Bridge Component Painting,Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1702,Luzon,Region IV-A,Batangas,Batangas 4th District Engineering Office,BATANGAS (FOURTH DISTRICT),Sn Juan-Laiya Rd,Tertiary,S01977LZ,23400,0,9741,B03111LZ,Calubcub Br.,6,Concrete,permanent,Year Known,1975,Bad,2,0,3.62,0,1,9.5,15,15,0,0,0.44,0.4,2,0.59434,River/Waterway (fresh water),CALUBCUB,SAN JUAN,Replacement,on going reconstruction,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1703,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Roman Expressway,Secondary,S01313LZ,39156,301,20575,B01605LZ,Alangan Br. (cantilever),25,Concrete,permanent,Year Known,1974,Fair,2,2,7.4,6.2,3,16.9,15,18,0,0,0.8,0.8,4,0.068871,River/Waterway (fresh water),Alangan,Limay,Routine Maintenance - Other,Raveling on deck. Delamination on railings and sidewalk.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1704,Luzon,Region III,Pampanga,Pampanga 2nd District Engineering Office,PAMPANGA (SECOND DISTRICT),Angeles-Porac-Floridablanca-Dinalupihan Rd,Secondary,S01225LZ,28344,217,862,B04974LZ,Sta. Cruz Br.,17,Concrete,permanent,Year Known,2018,Good,2,0,3.6,0,1,16.86,50,17,0,0,1.11,1.11,4,0.056604,River/Waterway (fresh water),Sta. Cruz,Porac,"RM - Bridge Deck Sweep, Clean",Bridge is a Good Condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1705,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Ternate-Nasugbu Rd,Secondary,S01859LZ,22607,407,21880,B04377LZ,Wawa Br. 2,48,Concrete,permanent,Year Known,2005,Fair,2,2,6.6,4,3,9.5,45,15,0,0,1.05,1.1,2,0.151899,River/Waterway (fresh water),WAWA,NASUGBU,RM - Concrete Component Repair,Bridge requires major maintenance,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1706,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Sibul-Biak-na-Bato Rd,Tertiary,S01415LZ,7243,0,6031,B01690LZ,Balaong Br.,62,Steel,permanent,Year Known,1973,Fair,2,1,10.82,8.56,2,9.44,15,10,0,0,0.74,0.74,2,0.191571,River/Waterway (fresh water),BIAK NA BATO,SAN MIGUEL,Major Maintenance,newly retrofitted/ strengthened fy2017,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1707,Luzon,Region IV-A,Batangas,Batangas 3rd District Engineering Office,BATANGAS (THIRD DISTRICT),Lipa City - Alaminos Rd,Tertiary,S01633LZ,4024,0,3101,B03386LZ,San Juan Br.,115,Concrete,permanent,Year Known,1995,Good,2,2,23.5,16.95,3,9.53,0,0,0,0,0.72,0.72,2,0.044077,River/Waterway (fresh water),STA. CRUZ,STO.TOMAS,Routine Maintenance - Other,MINOR REPAIRS ON SPAN AND ABUTMENT A,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1708,Luzon,Region IV-A,Cavite,Cavite 2nd District Engineering Office,CAVITE (EIGHTH DISTRICT),Noveleta-Naic-Tagaytay Rd,Secondary,S06110LZ,17183,402,5082,B02519LZ,Santolan Br.,8,Concrete,permanent,American Era,1940,Good,2,0,6.5,0,1,8.9,8,0,0,0,1.1,1.1,2,0.012579,River/Waterway (fresh water),Santolan,Naic,Routine Maintenance - Other,Loss of some stones. Repair damage at stone arch.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1709,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Baler-Casiguran Rd (Baler-Dinadiawan),Secondary,S04735LZ,59712,112,54231,B03422LZ,Ngasngas Br.,31,Concrete,permanent,Year Known,2009,Fair,2,0,5.11,0,1,9.54,38,0,0,0,0.76,0.76,2,0.132075,River/Waterway (fresh water),DIARABASIN,DIPACULAO,RM - Concrete Component Repair,Cracks and scaling on deck for close monitoring and damaged slope protection at Abut B..,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1710,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Papaya-Malabing-Wangal-Binugawan-Tadji-Runruno Rd,Tertiary,S00882LZ,5872,0,5581,B03245LZ,Runruno Br. 3,32,Steel,permanent,Year Known,2007,Fair,2,0,3.8,0,1,8.82,37,0,0,0,0,0,2,0.031447,River/Waterway (fresh water),Runruno,Quezon,RM - Steel Component Repair,BRIDGE IN FAIR CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1711,Luzon,Region III,Tarlac,Tarlac 2nd District Engineering Office,TARLAC (THIRD DISTRICT),Concepcion - La Paz Rd,Tertiary,S01025LZ,20648,0,17290,B04679LZ,Paludpud Br. 2,13,Concrete,permanent,Year Known,1980,Good,2,0,2.55,0,1,16.8,48,0,0,0,1.05,1.05,4,0.044025,River/Waterway (fresh water),PALUDPUD,LAPAZ,"RM - Bridge Deck Sweep, Clean",THE BRIDGE IS STILL IN GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1712,Luzon,Region IV-A,Batangas,Batangas 4th District Engineering Office,BATANGAS (FOURTH DISTRICT),Batangas-Quezon Rd,Secondary,S01923LZ,24618,435,24533,B00025LZ,Sabang Br.,85,Concrete,permanent,Year Known,1951,Fair,2,3,30.5,24.9,4,8.36,13,15,0,0,0.78,0.78,2,0.181992,River/Waterway (fresh water),SABANG,IBAAN,Routine Maintenance - Other,multiple cracks on deck slab,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1713,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Roman Expressway,Secondary,S01313LZ,39156,301,4238,B01598LZ,Cataning Br. 2,46,Concrete,permanent,Year Known,1974,Good,2,2,4.1,3.55,3,15.73,25,18,0,0,0.5,0.5,4,0,River/Waterway (fresh water),Cataning,Balanga City,Routine Maintenance - Other,On-going widening,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1714,Luzon,Region IV-A,Cavite,Cavite 1st District Engineering Office,CAVITE (SEVENTH DISTRICT),"Juanito R. Remulla, Sr. Rd",Secondary,S06090LZ,7309,403,1346,B03066LZ,Puting Tubig Br.,23,Concrete,permanent,Japanese Era,1961,Fair,2,0,8.9,0,1,9.4,25,15,0,0,1.03,1.03,2,0.18239,River/Waterway (fresh water),Cabuco,Trece Martires City,"RM - Bridge Deck Sweep, Clean",Delamonination & Cracking on Deck must repair to prevent further damage.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1715,Luzon,Region III,Pampanga,Pampanga 1st District Engineering Office,PAMPANGA (THIRD & FOURTH DISTRICT),Bahay Pare-Sn Luis-Sto Domingo Rd,Tertiary,S01212LZ,17011,0,7338,B01488LZ,Sn. Isidro Br.,13,Concrete,permanent,Year Known,1988,Fair,2,1,4.45,3.7,2,9.66,11,14,0,0,0.75,0.75,2,0.045977,River/Waterway (fresh water),San Isidro,San Luis,RM - Concrete Component Repair,"Bridge is in fair condition, disintegration in sidewalk recommending areas affected to be patch.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1716,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Palico-Balayan-Batangas Rd,Secondary,S01854LZ,41771,436,26420,B00005LZ,Colong Colong Br.,44,Concrete,permanent,1945-1970,1969,Fair,2,1,7.02,2.54,2,16.95,15,15,0,0,1.1,1.15,4,0.114943,River/Waterway (fresh water),PURING BATO,CALACA,RM - Bailey Bridges Repairs,Defective expansion joint between widened part and old part of the bridge,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1717,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Daang Maharlika (LZ),Primary,S01398LZ,31349,1,8537,B01776LZ,Maasim Br. 2,90,Concrete,permanent,Year Known,1978,Good,2,7,9.54,8.14,8,9.63,15,15,0,0,0.75,0.75,2,0.002295,River/Waterway (fresh water),Maasim,San Rafael,Routine Maintenance Only,NEWLY WIDENED FY2015,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1718,Luzon,Region IV-A,Batangas,Batangas 4th District Engineering Office,BATANGAS (FOURTH DISTRICT),Sn Juan-Laiya Rd,Tertiary,S01977LZ,23400,0,16478,B03113LZ,Ipil Br.,20,Steel,permanent,Year Known,1975,Fair,2,0,4.7,0,1,9.3,11,15,0,0,0.95,0.95,2,0.090909,River/Waterway (fresh water),BATAAN,SAN JUAN,Routine Maintenance - Other,routine maintenance,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1719,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Gov JJ Linao Rd,Secondary,S04822LZ,30186,302,14781,B00066LZ,Binukawan Br.,16,Steel,permanent,Year Known,1978,Fair,2,0,0,0,1,9.55,10,18,0,0,1,1,2,0.264151,River/Waterway (fresh water),Binukawan,Bagac,Upgrading - Widening,Cracks and spalling on deck. Proposed for widening.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1720,Luzon,Region III,Pampanga,Pampanga 2nd District Engineering Office,PAMPANGA (SECOND DISTRICT),Jose Abad Santos Ave (JASA),Primary,S04413LZ,20230,3,2494,B04410LZ,Natividad Br.,26,Concrete,permanent,Year Known,2013,Good,2,0,6.9,0,1,16.4,50,14,0,0,1.2,1.2,4,0.037736,River/Waterway (fresh water),NATIVIDAD,GUAGUA,"RM - Bridge Deck Sweep, Clean","Newly constructed bridge, deck sweeping is required to prevent accident",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1721,Luzon,Region IV-A,Cavite,Cavite 1st District Engineering Office,CAVITE (FIRST DISTRICT),Noveleta-Rosario Div Rd,Primary,S06095LZ,4567,64,752,B03021LZ,Ilang - Ilang Br. 2,13,Concrete,permanent,Year Known,1993,Fair,2,0,5.6,0,1,9.5,34,15,0,0,0.8,0.8,2,0.113208,Road,Bacao,Gen. Trias,RM - Concrete Component Repair,Minor Cracking on Deck.Must Repair to prevent further damage.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1722,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Balayan-Balibago Rd,Secondary,S05016LZ,11270,409,6850,B03051LZ,Duhatan Br.,11,Concrete,permanent,Post 1970,1989,Fair,2,0,5.6,0,1,9.42,20,15,0,0,1.11,1.11,2,0.077519,River/Waterway (fresh water),DUHATAN,BALAYAN,RM - Bridge Waterways Cleaning,Bridge requires major maintenance,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1723,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Eastern Bulacan Rd,Tertiary,S01390LZ,41377,0,6141,B04459LZ,Pulong Sampaloc Br. 2,22,Concrete,permanent,Year Known,1978,Good,2,0,9.1,0,1,9.6,20,10,0,0,1.1,1.1,2,0,River/Waterway (fresh water),Pulong Sampaloc,DRT,RM - Bridge Component Painting,IN GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1724,Luzon,Region IV-A,Batangas,Batangas 3rd District Engineering Office,BATANGAS (THIRD DISTRICT),Tanauan-Talisay-Tagaytay Rd,Secondary,S05804LZ,21915,421,12531,B03155LZ,Angasin Br.,12,Concrete,permanent,Year Known,1969,Good,2,0,3.65,0,1,8.88,0,15,4.91,0,0.6,0.6,2,0.050314,River/Waterway (fresh water),Aya,Talisay,"RM - Bridge Deck Sweep, Clean",INSTALLATION OF ASPHALTIC PLUG JOINT ON ABUTMENT A & ABUTMENT B,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1725,Luzon,Region IV-A,Cavite,Cavite 3rd District Engineering Office,CAVITE (SECOND DISTRICT),Longos Coastal Flyover Plus 1st Approach Rd.,Primary,S01831LZ,382,62,124,B04335LZ,Longos Flyover Br.,216,Concrete,permanent,Year Known,1975,Fair,2,7,7,6.9,7,7.1,20,0,0,6,0.4,0.4,2,0.132875,Road,Zapote,Bacoor,Upgrading - Retrofitting,The bridge is recommended for retrofitting and concrete repair works.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1726,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Baler-Casiguran Rd (Baler-Dinadiawan),Secondary,S04735LZ,59712,112,56437,B03424LZ,Dinadiawan Br. (Truss),111,Steel,permanent,Year Known,2009,Good,2,2,6.51,6.51,3,9.62,38,20,0,0,1.16,1.16,2,0,River/Waterway (fresh water),DINADIAWAN,DIPACULAO,RM - Steel Component Repair,"Newly asphalt over laid decks and replacement of damaged expansion joints.  Thus, routinary activities are recommended, cleaning  clearing  of girders from unsuitable dirts and trashes and regular repainting of  steel components to avoid early corrosion",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1727,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Bambang-Kasibu-Solano Rd,Tertiary,S00880LZ,11720,0,11177,B01260LZ,Rosario Br. 2,46,Concrete,permanent,Year Known,1989,Poor,2,2,5,3.5,3,9.1,25,0,0,0,0.2,0.2,2,0.371901,River/Waterway (fresh water),Mabuslo,Bambang,Major Maint - Repair Damage,Detailed engineering inspection on the bridge is needed to determine the cause of the depression of the widened side. Difference in elevation between lanes is greater than 25mm.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1728,Luzon,Region III,Tarlac,Tarlac District Engineering Office,TARLAC (FIRST DISTRICT),Paniqui-Camiling-Wawa Rd,Secondary,S01026LZ,26056,242,7132,B01367LZ,Balaoang Br. 1,54,Concrete,permanent,Year Known,1986,Good,2,2,5.4,3.5,3,16.86,47,14,0,0,1,1,4,0,River/Waterway (fresh water),Balaoang,Paniqui,RM - Bridge Waterways Cleaning,Bridge Newly Widened into four lanes. Funded under GAA 2017,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1729,Luzon,Region III,Nueva Ecija,Nueva Ecija 2nd District Engineering Office,NUEVA ECIJA (THIRD & FOURTH DISTRICT),Daang Maharlika (LZ),Primary,S00926LZ,39299,1,20048,B01313LZ,Tabuating Br.,61,Concrete,permanent,Year Known,1977,Good,2,2,11.25,3.5,3,16.86,20,15,0,0,0.75,0.75,4,0,Canal,Tabuating,San Leonardo,Routine Maintenance - Other,Bridge is in GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1730,Luzon,Region IV-A,Batangas,Batangas 4th District Engineering Office,BATANGAS (FOURTH DISTRICT),Rosario-Sn Juan Rd,Secondary,S01926LZ,26404,422,12531,B02997LZ,Pinagsibaan Br. 1,25,Concrete,permanent,Year Known,1975,Fair,2,0,10.5,0,1,16.8,27,15,0,0,0.31,0.31,4,0.062893,River/Waterway (fresh water),PINAGSIBAAN,ROSARIO,Routine Maintenance Only,Routine Maintenance Needed Only,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1731,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Roman Expressway,Secondary,S01313LZ,39156,301,24228,B01607LZ,Lamao Br.,36,Concrete,permanent,Year Known,1974,Fair,2,2,8.8,7.85,3,15.7,10,18,0,0,0.5,0.5,4,0.078431,River/Waterway (fresh water),Lamao,Limay,Upgrading - Widening,Delamination and exposed rebars on railings. Corroded bearings. Honeycomb on the main structure of pier. Proposed for widening.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1732,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Palico-Balayan-Batangas Rd,Secondary,S01854LZ,41771,436,7514,B01265LZ,Atga Br.,12,Concrete,permanent,Post 1970,1938,Good,2,1,5.2,2.4,2,9.95,15,15,0,0,1.56,1.56,2,0.045977,River/Waterway (fresh water),TUYON-TUYON,TUY,"RM - Bridge Deck Sweep, Clean",BRIDGE IS IN GOOD CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1733,Luzon,Region III,Bulacan,Bulacan 2nd District Engineering Office,BULACAN (THIRD DISTRICT),Daang Maharlika (LZ),Primary,S01398LZ,31349,1,16467,B01674LZ,Anyatam Br. 2,37,Concrete,permanent,Year Known,2003,Fair,2,1,6.95,6.76,2,9.54,15,10,0,0,0.75,0.75,2,0.074074,River/Waterway (fresh water),ANYATAM,SAN ILDEFONSO,Major Maintenance,"ON-GOING WIDENING FY 2015 shear cracks were noted on some girders, dilapidated approaches, map cracking on bottom slab",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1734,Luzon,Region III,Aurora,Aurora District Engineering Office,AURORA (LONE DISTRICT),Nueva Ecija-Aurora Rd,Secondary,S01516LZ,60029,112,40766,B02828LZ,"Diteki ""A"" Br. (Truss)",164,Steel,permanent,Year Known,1968,Bad,2,3,6.45,3.4,4,4.75,0,5,0,0,0.2,0.2,1,0.643011,River/Waterway (fresh water),Diteki,San Luis,Replace - Bridge Replacement,"Single lane bridge with massive corrosion on steel members at Abuts A & B, numerous section losses on G1-G2 of Spans 1, 2, 3, 4. Tearing of transverse beams and deformation on girders on Abut A and section losses on other steel components.  Dislocation o",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1735,Luzon,Region III,Zambales,Zambales 1st District Engineering Office,ZAMBALES (SECOND DISTRICT),Olongapo-Bugallon Rd,Secondary,S01086LZ,112587,306,46534,B01415LZ,Balili Br.,36,Concrete,permanent,Year Known,1950,Good,2,1,4.8,3.47,2,9.5,50,0,0,0,0.77,0.77,2,0,Other,Balili,Iba,"RM - Bridge Deck Sweep, Clean",On going bridge widening,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1736,Luzon,Region IV-A,Cavite,Cavite 2nd District Engineering Office,CAVITE (EIGHTH DISTRICT),Maragondon-Magallanes-Amuyong Rd,Secondary,S01776LZ,37970,406,14061,B04768LZ,Red Br.,30,Concrete,permanent,Year Known,2015,Good,2,0,10.3,0,1,9.94,44,20,0,0,0.96,0.96,2,0,River/Waterway (fresh water),Kabulusan,Magallanes,Routine Maintenance - Other,Newly replaced under CY 2015,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1737,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Bagac-Mariveles Rd,Tertiary,S01252LZ,44280,0,7243,B03392LZ,Mamantil Br.,29,Concrete,permanent,Year Known,1978,Good,2,2,4.03,3.9,3,8.32,15,0,0,0,0.77,0.77,2,0,River/Waterway (fresh water),SAYSAYIN,BAGAC,RM - Bridge Waterways Cleaning,Raveling on deck. Cracks and honeycomb on railings.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1738,Luzon,Region II,Nueva Vizcaya,Nueva Vizcaya 2nd District Engineering Office,NUEVA VIZCAYA (LONE DISTRICT),Bambang-Kasibu-Solano Rd,Tertiary,S00885LZ,32418,0,2707,B04652LZ,Antutot Br. 2,13,Concrete,permanent,Year Known,2015,Good,2,0,4.3,0,1,8.6,46,5,0,0,0.55,0.55,2,0,River/Waterway (fresh water),ANTUTOT,KASIBU,RM - Bridge Component Painting,Bridge is in good condition,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1739,Luzon,Region IV-A,Batangas,Batangas 2nd District Engineering Office,BATANGAS (SECOND DISTRICT),Bauan-Mabini Rd,Tertiary,S01947LZ,34284,0,3775,B02924LZ,Sta. Maria Br.,40,Concrete,permanent,Year Known,1980,Fair,2,1,6.02,3.4,2,9.35,20,15,0,0,1,1,2,0.192157,River/Waterway (fresh water),Sta. Maria,Bauan,Major Maint - Repair Damage,need minor repair,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1740,Luzon,Region III,Nueva Ecija,Nueva Ecija 1st District Engineering Office,NUEVA ECIJA (FIRST DISTRICT),Muñoz-Lupao Rd,Tertiary,S00905LZ,19548,0,7598,B03436LZ,San Felipe Br. 1,10,Concrete,permanent,Year Known,2007,Good,2,0,3.75,0,1,9,50,15,0,0,0.75,0.75,2,0,River/Waterway (fresh water),San Felipe,Munoz,Routine Maintenance - Other,THRE BRIDGE HAS NO DEFECTS,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1741,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Jct Layac-Balanga-Mariveles Port Rd,Secondary,S01302LZ,6375,303,3412,B01588LZ,Limay Br.,49,Concrete,permanent,Year Known,1935,Fair,2,3,5.4,5.25,4,9,15,0,0,0,0.75,0.75,2,0.03871,River/Waterway (fresh water),Poblacion,Limay,Major Maint - Repair Damage,Spalling on side walk. Delamination on railing. Raveling on deck slab.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1742,Luzon,Region III,Bulacan,Bulacan 1st District Engineering Office,BULACAN (FIRST & SECOND DISTRICT),Bigaa-Plaridel via Bulacan & Malolos Rd,Tertiary,S06081LZ,22199,0,12162,B01726LZ,Atlag Br.,21,Concrete,permanent,Year Known,1998,Fair,2,0,5.7,0,1,9.45,28,0,0,0,1.05,1.05,2,0.044025,River/Waterway (fresh water),Atlag,Malolos,Routine Maintenance Only,Informal settlers in Abutment A. Remove vegetation in abutment B,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1743,Luzon,Region II,Quirino,Quirino District Engineering Office,QUIRINO (LONE DISTRICT),Cordon-Aurora Bdry Rd (Jct Dumabato-Aurora Bdry),Secondary,S04745LZ,38388,108,38336,B03356LZ,Decuraban Br. 2,52,Steel,permanent,Year Known,2008,Fair,2,0,7.9,0,1,10.9,35,20,5.4,0,0.75,0.75,2,0.062893,River/Waterway (fresh water),Decuraban,Nagtipunan,Routine Maintenance - Other,BRIDGE IS STILL IN FAIR CONDITION,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1744,Luzon,Region III,Tarlac,Tarlac District Engineering Office,TARLAC (FIRST DISTRICT),Paniqui-Camiling-Wawa Rd,Secondary,S01026LZ,26056,242,17253,B00086LZ,Basil Br.,34,Steel,permanent,Year Known,1976,Good,2,2,9,5.1,3,8.9,47,14,0,0,0.7,0.7,2,0,River/Waterway (fresh water),Matubog,Camiling,"RM - Bridge Deck Sweep, Clean",Bridge Newly Widened into four lanes. Funded under GAA 2017,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1745,Luzon,Region III,Pampanga,Pampanga 1st District Engineering Office,PAMPANGA (THIRD DISTRICT),Jose Abad Santos Ave (JASA),Primary,S01191LZ,1623,3,6,B01475LZ,Overpass Br. 1 (WB),41,Concrete,permanent,Year Known,1976,Good,2,4,5.4,4.6,5,36,19,14,0,0,0,0,8,0,River/Waterway (fresh water),San Jose,San Fernando,"RM - Concrete, Deck Repair",Bridge in good condition. Routine maintenance is recommended.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1746,Luzon,Region III,Bataan,Bataan 2nd District Engineering Office,BATAAN (SECOND DISTRICT),Gov JJ Linao Rd,Secondary,S04822LZ,30186,302,25482,B01628LZ,Cabayo Br.,23,Steel,permanent,Year Known,1978,Good,2,0,5,0,1,16.86,20,18,0,0,1,1,4,0.018868,River/Waterway (fresh water),Banawang,Bagac,Routine Maintenance - Other,Uneven wearing surface on outer lanes.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1747,Luzon,Region III,Pampanga,Pampanga 2nd District Engineering Office,PAMPANGA (SECOND DISTRICT),Sn Antonio-Floridablanca Rd,Tertiary,S01239LZ,12722,0,65,B01521LZ,San Antonio Br.,16,Steel,permanent,Year Known,1972,Fair,2,0,3.2,0,1,8.37,30,14,0,0,0.48,0.49,2,0.150943,River/Waterway (fresh water),San Antonio,Guagua,RM - Steel Component Repair,"Bridge is in Fair Condition, Rerpair of Expansion joint is needed due to abnormal noise.",GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
1748,Luzon,Region IV-A,Batangas,Batangas 1st District Engineering Office,BATANGAS (FIRST DISTRICT),Nasugbu-Lian-Calatagan Rd,Secondary,S05012LZ,26260,408,943,B03176LZ,Lian Br.,113,Concrete,permanent,Post 1970,1992,Fair,2,3,12.5,13.4,4,10.2,20,15,0,0,1.4,1.4,2,0.253968,River/Waterway (fresh water),LIAN/NASUGBU,LIAN/NASUGBU,Major Maintenance - Other,Bridge is in Good condition.,GISADMIN,2022-03-10 10:34:35,GISADMIN,2022-03-10 10:34:35
